date,description,amount,type,balance,raw
2025-11-24,PAYMENT - THANK YOU,466.66,credit,,24 NOV 24 NOV PAYMENT - THANK YOU 466.66CR
2025-11-14,BASE CASHBACK CREDIT,0.52,credit,,14 NOV 13 NOV BASE CASHBACK CREDIT 0.52CR
2025-11-21,AP 99 SPEEDMART-1354 KUALA LUMPUR,-5.2,debit,,21 NOV 20 NOV AP 99 SPEEDMART-1354 KUALA LUMPUR 5.20
2025-11-24,AP AEON SMKT-MID VALLEY KUALA LUMPUR,-16.55,debit,,24 NOV 23 NOV AP AEON SMKT-MID VALLEY KUALA LUMPUR 16.55
2025-11-24,AP JAYA GROCER-PEARL SHOP KUALA LUMPUR,-15.1,debit,,24 NOV 23 NOV AP JAYA GROCER-PEARL SHOP KUALA LUMPUR 15.10
2025-11-24,AP JAYA GROCER-PEARL SHOP KUALA LUMPUR,-11.6,debit,,24 NOV 23 NOV AP JAYA GROCER-PEARL SHOP KUALA LUMPUR 11.60
2025-11-24,LEE VETERINARY CLINIC KUALA LUMPUR MY,-75.0,debit,,24 NOV 23 NOV LEE VETERINARY CLINIC KUALA LUMPUR MY 75.00
2025-11-30,AP WATSON'S BANGSAR VILLA KUALA LUMPUR,-149.2,debit,,30 NOV 28 NOV AP WATSON'S BANGSAR VILLA KUALA LUMPUR 149.20
2025-11-30,AP AEON PUTRAJAYA-SMKT PUTRAJAYA,-18.55,debit,,30 NOV 29 NOV AP AEON PUTRAJAYA-SMKT PUTRAJAYA 18.55
2025-11-30,AP OISO-IOI CITY MALL PUTRAJAYA,-89.8,debit,,30 NOV 29 NOV AP OISO-IOI CITY MALL PUTRAJAYA 89.80
2025-11-30,AP DECATHLON-2793 PUTRAJAYA,-68.0,debit,,30 NOV 29 NOV AP DECATHLON-2793 PUTRAJAYA 68.00
2025-12-01,AP DE MARKET KUALA LUMPUR,-22.0,debit,,1 DEC 30 NOV AP DE MARKET KUALA LUMPUR 22.00
2025-12-01,AP 99 SPEEDMART-1078 KUALA LUMPUR,-17.5,debit,,1 DEC 30 NOV AP 99 SPEEDMART-1078 KUALA LUMPUR 17.50
2025-12-04,AP JAYA GROCER-THE GARDEN KUALA LUMPUR,-14.2,debit,,4 DEC 03 DEC AP JAYA GROCER-THE GARDEN KUALA LUMPUR 14.20
2025-12-07,AP GATHERWELL COFFEE REST PETALING JAYA,-21.0,debit,,7 DEC 06 DEC AP GATHERWELL COFFEE REST PETALING JAYA 21.00
2025-12-07,AP 556-MY-JAYA ONE SELANGOR,-3.2,debit,,7 DEC 06 DEC AP 556-MY-JAYA ONE SELANGOR 3.20
2025-12-08,AP HAN'S MART-2 KUALA LUMPUR,-32.2,debit,,8 DEC 07 DEC AP HAN'S MART-2 KUALA LUMPUR 32.20
2025-12-10,AP 7 ELEVEN MALAYSIA SDN Kuala Lumpur,-3.5,debit,,10 DEC 09 DEC AP 7 ELEVEN MALAYSIA SDN Kuala Lumpur 3.50
2025-12-11,AP MCDONALD'S-PEARL POINT KUALA LUMPUR,-28.8,debit,,11 DEC 09 DEC AP MCDONALD'S-PEARL POINT KUALA LUMPUR 28.80
2025-12-12,LEGEND HOME APPLIANC - 4/ 24 INSTALMENT Your charge(s) for this month RM590.88,-416.66,debit,,12 DEC 12 DEC LEGEND HOME APPLIANC - 4/ 24 INSTALMENT 416.66 Your charge(s) for this month RM590.88
2025-12-12,FINANCE CHARGES ***Please forward your payment by 02 JAN 2026. Thank You. Bb 4Y3b4S800001L73774b DOO0OLE4Y2b ODOOOOOYLLLL 000994-006291-006285/04-07 instalment PI Principal _| Annual Rate Monthly Month — | Unbilled Principal nstaimenerran Amount (RM) (%) aM) Unbilled Amount (RM) LEGEND HOME,-3.53,debit,,12 DEC 12 DEC FINANCE CHARGES 3.53 ***Please forward your payment by 02 JAN 2026. Thank You. Bb 4Y3b4S800001L73774b DOO0OLE4Y2b ODOOOOOYLLLL 000994-006291-006285/04-07 instalment PI Principal _| Annua
