date,description,amount,type,balance,raw
2026-05-03,PAYMENT - THANK YOU,532.55,credit,,3 MAY 03 MAY PAYMENT - THANK YOU 532.55CR
2026-04-13,AP PIK WAH KUALA LUMPUR,-63.55,debit,,13 APR 12 APR AP PIK WAH KUALA LUMPUR 63.55
2026-04-14,AP DE MARKET KUALA LUMPUR,-36.75,debit,,14 APR 13 APR AP DE MARKET KUALA LUMPUR 36.75
2026-04-14,BASE CASHBACK CREDIT,0.15,credit,,14 APR 13 APR BASE CASHBACK CREDIT 0.15CR
2026-04-15,AP MR DIY SB-FAB KUALA LUMPUR,-11.75,debit,,15 APR 14 APR AP MR DIY SB-FAB KUALA LUMPUR 11.75
2026-04-19,AP MCDONALD'S-SHELL TMN D KUALA LUMPUR,-35.65,debit,,19 APR 17 APR AP MCDONALD'S-SHELL TMN D KUALA LUMPUR 35.65
2026-04-20,AP DE MARKET KUALA LUMPUR,-7.9,debit,,20 APR 19 APR AP DE MARKET KUALA LUMPUR 7.90
2026-04-24,AP DE MARKET KUALA LUMPUR,-41.75,debit,,24 APR 23 APR AP DE MARKET KUALA LUMPUR 41.75
2026-05-08,AP BHPETROL JLN KLANG LAM KUALA LUMPUR,-3.5,debit,,8 MAY 07 MAY AP BHPETROL JLN KLANG LAM KUALA LUMPUR 3.50
2026-05-10,AP MCDONALD'S-SHELL TMN D KUALA LUMPUR,-16.6,debit,,10 MAY 07 MAY AP MCDONALD'S-SHELL TMN D KUALA LUMPUR 16.60
2026-05-10,AP OMEGA PORK NOODLE KUALA LUMPUR,-20.55,debit,,10 MAY 08 MAY AP OMEGA PORK NOODLE KUALA LUMPUR 20.55
2026-05-12,LEGEND HOME APPLIANC - 9/ 24 INSTALMENT Your charge(s) for this month RM237.85 ***Please forward your payment by 02 JUN 2026. Thank You. Bb 4Y43b4800001L73774b DOOO0ObLS451 ODOOOOYLLLL 000454-002487-002487/03-06 instalment PI Principal _| Annual Rate Monthly Month — | Unbilled Principal nstaimenerran Amount (RM) (%) aM) Unbilled Amount (RM) LEGEND HOME,-416.66,debit,,12 MAY 12 MAY LEGEND HOME APPLIANC - 9/ 24 INSTALMENT 416.66 Your charge(s) for this month RM237.85 ***Please forward your payment by 02 JUN 2026. Thank You. Bb 4Y43b4800001L73774b DOOO0ObLS451 ODOOOO
