date,description,amount,type,balance,raw
2025-12-22,PAYMENT - THANK YOU,1300.0,credit,,"22 DEC 22 DEC PAYMENT - THANK YOU 1,300.00CR"
2025-12-15,BASE CASHBACK CREDIT,1.1,credit,,15 DEC 14 DEC BASE CASHBACK CREDIT 1.10CR
2025-12-24,AP PERSONALITY.CO TEST PERSONALITY.C,-5.0,debit,,24 DEC 23 DEC AP PERSONALITY.CO TEST PERSONALITY.C 5.00
2025-12-24,PERSONALITY.CO TEST PERSONALITY.C FL,-4.95,debit,,24 DEC 23 DEC PERSONALITY.CO TEST PERSONALITY.C FL 4.95
2025-12-26,AP H & M-KL@GATEWAY KUALA LUMPUR,-19.0,debit,,26 DEC 25 DEC AP H & M-KL@GATEWAY KUALA LUMPUR 19.00
2025-12-28,AP DAISO - MID Kuala Lumpur,-17.7,debit,,28 DEC 26 DEC AP DAISO - MID Kuala Lumpur 17.70
2026-01-02,AP BHPETROL JLN KLANG LAM KUALA LUMPUR,-11.0,debit,,2 JAN 01 JAN AP BHPETROL JLN KLANG LAM KUALA LUMPUR 11.00
2026-01-09,AP FLYING TIGER-THE GARDE KUALA LUMPUR,-10.0,debit,,9 JAN 08 JAN AP FLYING TIGER-THE GARDE KUALA LUMPUR 10.00
2026-01-12,LEGEND HOME APPLIANC - 5/ 24 INSTALMENT Your charge(s) for this month RM66.55,-416.66,debit,,12 JAN 12 JAN LEGEND HOME APPLIANC - 5/ 24 INSTALMENT 416.66 Your charge(s) for this month RM66.55
2026-01-12,"FINANCE CHARGES ***Please forward your payment by 01 FEB 2026. Thank You. Summary of Instalment Plan instalment Plan Principal _| Annual Rate Monthly Month — | Unbilled Principal Amount (RM) (%) aM) Unbilled | Amount (RM) LEGEND HOME 6 APPLIANCES 10,000.00 0.00% 416.66 7,916.70 Bb 4Y3b4S800001L73774b DOOOO4LLS1L OOOOOYLLSGL",-0.91,debit,,12 JAN 12 JAN FINANCE CHARGES 0.91 ***Please forward your payment by 01 FEB 2026. Thank You. Summary of Instalment Plan instalment Plan Principal _| Annual Rate Monthly Month — | Unbilled Principal Am
