date,description,amount,type,balance,raw
2026-06-02,PAYMENT - THANK YOU,655.0,credit,,2 JUN 02 JUN PAYMENT - THANK YOU 655.00CR
2026-05-13,AP BHPETROL JLN KLANG LAM KUALA LUMPUR,-4.0,debit,,13 MAY 12 MAY AP BHPETROL JLN KLANG LAM KUALA LUMPUR 4.00
2026-05-14,BASE CASHBACK CREDIT,0.44,credit,,14 MAY 13 MAY BASE CASHBACK CREDIT 0.44CR
2026-05-17,KONSORTIUM EXSIM DEVEL GOMBAK MY,-185.11,debit,,17 MAY 15 MAY KONSORTIUM EXSIM DEVEL GOMBAK MY 185.11
2026-06-02,AP FAMILYMART-TMN DANAU D KUALA LUMPUR,-7.0,debit,,2 JUN 28 MAY AP FAMILYMART-TMN DANAU D KUALA LUMPUR 7.00
2026-06-02,AP OMEGA PORK NOODLE KUALA LUMPUR,-47.7,debit,,2 JUN 29 MAY AP OMEGA PORK NOODLE KUALA LUMPUR 47.70
2026-06-02,AP BILABILA MART-DIVO. KUALA LUMPUR,-8.9,debit,,2 JUN 30 MAY AP BILABILA MART-DIVO. KUALA LUMPUR 8.90
2026-06-02,AP GOOD TASTE TAMAN DESA KUALA LUMPUR,-7.3,debit,,2 JUN 31 MAY AP GOOD TASTE TAMAN DESA KUALA LUMPUR 7.30
2026-06-02,AP SHELL-TECK LEE KUALA LUMPUR,-4.5,debit,,2 JUN 31 MAY AP SHELL-TECK LEE KUALA LUMPUR 4.50
2026-06-02,AP MCDONALD'S-SHELL TMN D KUALA LUMPUR,-33.75,debit,,2 JUN 31 MAY AP MCDONALD'S-SHELL TMN D KUALA LUMPUR 33.75
2026-06-02,AP WATSON'S SUNWAY GEO (M SELANGOR,-16.75,debit,,2 JUN 01 JUN AP WATSON'S SUNWAY GEO (M SELANGOR 16.75
2026-06-07,AP ORIENTAL KOPI- MID VAL KUALA LUMPUR,-56.95,debit,,7 JUN 06 JUN AP ORIENTAL KOPI- MID VAL KUALA LUMPUR 56.95
2026-06-07,AP PURAS - GARDENS KUALA LUMPUR,-89.0,debit,,7 JUN 06 JUN AP PURAS - GARDENS KUALA LUMPUR 89.00
2026-06-09,AP BHPETROL JLN KLANG LAM KUALA LUMPUR,-8.0,debit,,9 JUN 08 JUN AP BHPETROL JLN KLANG LAM KUALA LUMPUR 8.00
2026-06-11,KONSORTIUM EXSIM DEVEL GOMBAK MY,-421.08,debit,,11 JUN 10 JUN KONSORTIUM EXSIM DEVEL GOMBAK MY 421.08
2026-06-12,LEGEND HOME APPLIANC - 10/ 24 INSTALMENT Your charge(s) for this month RM889.60 ***Please forward your payment by 03 JUL 2026. Thank You. Bb 43b480000173774b DOO00L3S0577 ODOOOOYLLbLL 000906-005024-005024/03-06 instalment PI Principal _| Annual Rate Monthly Month — | Unbilled Principal nstaimenerran Amount (RM) (%) aM) Unbilled Amount (RM) LEGEND HOME,-416.66,debit,,12 JUN 12 JUN LEGEND HOME APPLIANC - 10/ 24 INSTALMENT 416.66 Your charge(s) for this month RM889.60 ***Please forward your payment by 03 JUL 2026. Thank You. Bb 43b480000173774b DOO00L3S0577 ODOOOOYL
