date,description,amount,type,balance,raw
2025-10-26,PAYMENT - THANK YOU,970.0,credit,,26 OCT 26 OCT PAYMENT - THANK YOU 970.00CR
2025-10-14,AP WATSON'S PEARL POINT KUALA LUMPUR,-19.1,debit,,14 OCT 13 OCT AP WATSON'S PEARL POINT KUALA LUMPUR 19.10
2025-10-14,BASE CASHBACK CREDIT,1.03,credit,,14 OCT 13 OCT BASE CASHBACK CREDIT 1.03CR
2025-10-17,AP DE MARKET KUALA LUMPUR,-13.2,debit,,17 OCT 16 OCT AP DE MARKET KUALA LUMPUR 13.20
2025-10-21,AP 6IXTY 8IGHT - MY TOWN KUALA LUMPUR,-106.0,debit,,21 OCT 19 OCT AP 6IXTY 8IGHT - MY TOWN KUALA LUMPUR 106.00
2025-10-31,AP 99 SPEEDMART-1576 SELANGOR,-10.45,debit,,31 OCT 30 OCT AP 99 SPEEDMART-1576 SELANGOR 10.45
2025-11-02,AP 99 SPEEDMART-1576 SELANGOR,-3.95,debit,,2 NOV 31 OCT AP 99 SPEEDMART-1576 SELANGOR 3.95
2025-11-07,AP DE MARKET KUALA LUMPUR,-13.2,debit,,7 NOV 06 NOV AP DE MARKET KUALA LUMPUR 13.20
2025-11-07,AP DE MARKET KUALA LUMPUR,-13.2,debit,,7 NOV 06 NOV AP DE MARKET KUALA LUMPUR 13.20
2025-11-07,AP DE MARKET KUALA LUMPUR,-35.0,debit,,7 NOV 06 NOV AP DE MARKET KUALA LUMPUR 35.00
2025-11-07,AP GUARDIAN-FTTD-8744 KUALA LUMPUR,-8.1,debit,,7 NOV 06 NOV AP GUARDIAN-FTTD-8744 KUALA LUMPUR 8.10
2025-11-09,LAZADA KUALA LUMPUR MY,-60.56,debit,,9 NOV 07 NOV LAZADA KUALA LUMPUR MY 60.56
2025-11-12,LEGEND HOME APPLIANC - 3/ 24 INSTALMENT Your charge(s) for this month RM281.73 ***DPlease forward your payment by 02 DEC 2025. Thank You. Bb 4Y3b4S800001L73774b DOO00DLIS6e2S DOOOOYLLLL 000510-002788-002783/03-06 instalment PI Principal _| Annual Rate Monthly Month — | Unbilled Principal nstaimenerran Amount (RM) (%) aM) Unbilled Amount (RM) LEGEND HOME,-416.66,debit,,12 NOV 12 NOV LEGEND HOME APPLIANC - 3/ 24 INSTALMENT 416.66 Your charge(s) for this month RM281.73 ***DPlease forward your payment by 02 DEC 2025. Thank You. Bb 4Y3b4S800001L73774b DOO00DLIS6e2S DOOO
