date,description,amount,balance,type,raw
2026-01-01,IBK FUND TFR FR A/C DAVID LIAN YOON WAI* Rental,-1650.0,8066.29,debit,"01/01/26 IBK FUND TFR FR A/C 1,650.00- 8,066.29 | DAVID LIAN YOON WAI* | Rental | MBB CT"
2026-01-01,IBK FUND TFR FR A/C Trfr,-412.0,7654.29,debit,"01/01/26 IBK FUND TFR FR A/C 412.00- 7,654.29 | Trfr | MBB CT"
2026-01-01,IBK FUND TFR FR A/C WONG FUI YEE * Miao,-95.26,7559.03,debit,"01/01/26 IBK FUND TFR FR A/C 95.26- 7,559.03 | WONG FUI YEE * | Miao | MBB CT"
2026-01-01,"SALE DEBIT GRABPAY-EC * PETALING JAYA, MY",-173.0,7386.03,debit,"01/01/26 SALE DEBIT 173.00- 7,386.03 | GRABPAY-EC * | PETALING JAYA, MY | SALE DEBIT"
2026-01-02,"PRE-AUTH REFUND GOOGLE*CLOUD N6JPLQ* CC GOOGLE.COM, SG",0.04,7386.07,credit,"02/01/26 PRE-AUTH REFUND 0.04+ 7,386.07 | GOOGLE*CLOUD N6JPLQ* | CC GOOGLE.COM, SG | SALE DEBIT"
2026-01-02,"PRE-AUTH REFUND GOOGLE*CLOUD VVN735* CC GOOGLE.COM, SG",0.04,7386.11,credit,"02/01/26 PRE-AUTH REFUND 0.04+ 7,386.11 | GOOGLE*CLOUD VVN735* | CC GOOGLE.COM, SG | SALE DEBIT"
2026-01-02,"PRE-AUTH DEBIT GOOGLE*CLOUD N6JPLQ* CC GOOGLE.COM, SG",-0.04,7386.07,debit,"02/01/26 PRE-AUTH DEBIT 0.04- 7,386.07 | GOOGLE*CLOUD N6JPLQ* | CC GOOGLE.COM, SG | SALE DEBIT"
2026-01-02,"PRE-AUTH DEBIT GOOGLE*CLOUD VVN735* CC GOOGLE.COM, SG",-0.04,7386.03,debit,"02/01/26 PRE-AUTH DEBIT 0.04- 7,386.03 | GOOGLE*CLOUD VVN735* | CC GOOGLE.COM, SG | SALE DEBIT"
2026-01-02,"PRE-AUTH DEBIT GOOGLE*CLOUD 4DF65V* CC GOOGLE.COM, SG",-0.04,7385.99,debit,"02/01/26 PRE-AUTH DEBIT 0.04- 7,385.99 | GOOGLE*CLOUD 4DF65V* | CC GOOGLE.COM, SG | SALE DEBIT"
2026-01-02,"PRE-AUTH REFUND GOOGLE*CLOUD 4DF65V* CC GOOGLE.COM, SG tempoh 21 hari. 若银行在21天内未获得书面通知于任何差异，所有显示的账项及余额将被视为正确。 請通知本行在何地址更换。 ACCOUNT NUMBER 進支日期 進支項說明 银碼 結單存餘",0.04,7386.03,credit,"02/01/26 PRE-AUTH REFUND 0.04+ 7,386.03 | GOOGLE*CLOUD 4DF65V* | CC GOOGLE.COM, SG | SALE DEBIT | tempoh 21 hari. | 若银行在21天内未获得书面通知于任何差异，所有显示的账项及余额将被视为正确。 | 請通知本行在何地址更换。 | ACCOUNT | NUMBER | 進支日期 進支項說"
