date,description,amount,type,balance,raw
2025-01-01,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-26.0,debit,46633.55,"01/01/2025 POS DEBIT T67970 26.00 46,633.55 | 12/30/2024 GRABPAY-EC | PETALIN | 30/12/2024 6540 | GRABPAY-EC PETALIN"
2025-01-01,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-55.0,debit,46659.55,"01/01/2025 POS DEBIT T18620 55.00 46,659.55 | 12/30/2024 GRABPAY-EC | PETALIN | 30/12/2024 6540 | GRABPAY-EC PETALIN"
2025-01-01,I-PAYMENT FPXPAY DUITNOW ONLINE BANKING/WALLETS 20250101M0000041861O,-15.81,debit,46714.55,"01/01/2025 I-PAYMENT 15.81 46,714.55 | FPXPAY DUITNOW ONLINE | BANKING/WALLETS | 20250101M0000041861O"
2025-01-01,I-PAYMENT FPXPAY SHOPEE TOP UP,-72.29,debit,46730.36,"01/01/2025 I-PAYMENT 72.29 46,730.36 | FPXPAY SHOPEE TOP UP | 2608337182"
2025-01-02,DUITNOW 1/169856 QR Payment,-143.0,debit,46490.55,"02/01/2025 DUITNOW 143.00 46,490.55 | 1/169856 | QR Payment"
2025-01-02,DUITNOW TO ACCOUNT Miao LIE ZHI HO LIE ZHI HOU,750.0,credit,47240.55,"02/01/2025 DUITNOW TO ACCOUNT 750.00 47,240.55 | Miao LIE ZHI HO | LIE ZHI HOU"
2025-01-03,I-PAYMENT FPXPAY DUITNOW ONLINE BANKING/WALLETS 20250103M0000041861O,-4.0,debit,45473.93,"03/01/2025 I-PAYMENT 4.00 45,473.93 | FPXPAY DUITNOW ONLINE | BANKING/WALLETS | 20250103M0000041861O"
2025-01-03,I-PYMT TO LOAN/FINANCING,-1762.62,debit,45477.93,"03/01/2025 I-PYMT TO LOAN/FINANCING 1,762.62 45,477.93 | 1762.62"
2025-01-04,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-33.0,debit,38329.97,"04/01/2025 POS DEBIT T56684 33.00 38,329.97 | 01/02/2025 GRABPAY-EC | PETALIN | 02/01/2025 6540 | GRABPAY-EC PETALIN"
2025-01-04,I-PAYMENT FPXPAY AHAM ASSET MANAGEMENT BERHAD,-5000.0,debit,38362.97,"04/01/2025 I-PAYMENT 5,000.00 38,362.97 | FPXPAY AHAM ASSET MANAGEMENT | BERHAD | 532501041290975"
2025-01-04,DUITNOW TO ACCOUNT Fund Transfer LIE ZHI HOU,-2110.96,debit,43362.97,"04/01/2025 DUITNOW TO ACCOUNT 2,110.96 43,362.97 | Fund Transfer | LIE ZHI HOU"
2025-01-05,DUITNOW DuitNow QR QR Payment,-22.8,debit,38295.17,"05/01/2025 DUITNOW 22.80 38,295.17 | DuitNow QR | QR Payment"
2025-01-05,DUITNOW DuitNow QR DuitNow QR YEO WEE YIN EVELYN,-12.0,debit,38317.97,"05/01/2025 DUITNOW 12.00 38,317.97 | DuitNow QR | DuitNow QR | YEO WEE YIN EVELYN"
2025-01-05,DUITNOW TO ACCOUNT Prawn coke WONG FUI H WONG FUI HAN,279.0,credit,38574.17,"05/01/2025 DUITNOW TO ACCOUNT 279.00 38,574.17 | Prawn coke WONG FUI | H | WONG FUI HAN"
2025-01-06,TR IBG PayNet Direct Debit AHAM ASSET MANAGEMEN,-1100.0,debit,37474.17,"06/01/2025 TR IBG 1,100.00 37,474.17 | 5000027571 | PayNet Direct Debit | AHAM ASSET MANAGEMEN"
2025-01-06,IBG CREDIT MYJXT117ZYU601G ECART SERV ECART SERVICES MALAY INTERBANK GIRO,44.81,credit,37518.98,"06/01/2025 IBG CREDIT 44.81 37,518.98 | MYJXT117ZYU601G | ECART SERV | ECART SERVICES MALAY | INTERBANK GIRO"
2025-01-07,DUITNOW TO ACCOUNT Fund Transfer,-200.0,debit,37318.98,"07/01/2025 DUITNOW TO ACCOUNT 200.00 37,318.98 | Fund Transfer"
2025-01-08,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-23.0,debit,37295.98,"08/01/2025 POS DEBIT T25035 23.00 37,295.98 | 01/06/2025 GRABPAY-EC | PETALIN | 06/01/2025 6540 | GRABPAY-EC PETALIN"
2025-01-09,DUITNOW TO ACCOUNT 3. Mudah Video RM250 VERONICA LAM JIN RHB,-2500.0,debit,34795.98,"09/01/2025 DUITNOW TO ACCOUNT 2,500.00 34,795.98 | 3. Mudah Video RM250 | VERONICA LAM JIN RHB"
2025-01-10,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,34775.98,"10/01/2025 POS DEBIT T80475 20.00 34,775.98 | 01/08/2025 GRABPAY-EC | PETALIN | 08/01/2025 6540 | GRABPAY-EC PETALIN"
