date,description,amount,type,balance,raw
2025-05-01,I-PAYMENT FPXPAY AHAM ASSET MANAGEMENT BERHAD,-1000.0,debit,29316.31,"01/05/2025 I-PAYMENT 1,000.00 29,316.31 | FPXPAY AHAM ASSET MANAGEMENT | BERHAD | 532505011530173"
2025-05-01,I-PYMT TO LOAN/FINANCING 25th 1994.04,-1994.04,debit,30316.31,"01/05/2025 I-PYMT TO LOAN/FINANCING 1,994.04 30,316.31 | 25th 1994.04"
2025-05-01,DUITNOW TO ACCOUNT Sent from AmOnline LIE ZHI HO LIE ZHI HOU Miao,1185.81,credit,30502.12,"01/05/2025 DUITNOW TO ACCOUNT 1,185.81 30,502.12 | Sent from AmOnline LIE ZHI | HO | LIE ZHI HOU | Miao"
2025-05-01,DUITNOW DuitNow QR QR Payment,-30.0,debit,32284.45,"01/05/2025 DUITNOW 30.00 32,284.45 | DuitNow QR | QR Payment"
2025-05-01,DUITNOW TO ACCOUNT Miao LIE ZHI HO LIE ZHI HOU,25.9,credit,32310.35,"01/05/2025 DUITNOW TO ACCOUNT 25.90 32,310.35 | Miao LIE ZHI HO | LIE ZHI HOU"
2025-05-01,DUITNOW DuitNow QR QR Payment,-18.0,debit,32314.45,"01/05/2025 DUITNOW 18.00 32,314.45 | DuitNow QR | QR Payment"
2025-05-01,DUITNOW DuitNow QR QR Payment,-7.0,debit,32332.45,"01/05/2025 DUITNOW 7.00 32,332.45 | DuitNow QR | QR Payment"
2025-05-02,DUITNOW TO ACCOUNT Fund Transfer,-200.0,debit,30302.12,"02/05/2025 DUITNOW TO ACCOUNT 200.00 30,302.12 | Fund Transfer"
2025-05-03,DUITNOW DuitNow QR QR Payment,-69.0,debit,30227.02,"03/05/2025 DUITNOW 69.00 30,227.02 | DuitNow QR | QR Payment"
2025-05-03,DUITNOW DuitNow QR QR Payment,-6.1,debit,30296.02,"03/05/2025 DUITNOW 6.10 30,296.02 | DuitNow QR | QR Payment"
2025-05-04,MYDEBIT PURCHASE DE MARKET KUALA LUMPUR,-60.05,debit,29966.97,"04/05/2025 MYDEBIT PURCHASE 60.05 29,966.97 | DE MARKET | KUALA LUMPUR"
2025-05-04,DUITNOW TO ACCOUNT Fund Transfer,-200.0,debit,30027.02,"04/05/2025 DUITNOW TO ACCOUNT 200.00 30,027.02 | Fund Transfer"
2025-05-05,I-PAYMENT FPXPAY SHOPEE MALAYSIA T185254853125,-73.76,debit,28093.21,"05/05/2025 I-PAYMENT 73.76 28,093.21 | FPXPAY SHOPEE MALAYSIA | T185254853125"
2025-05-05,DUITNOW TO ACCOUNT May family WONG FUI YIN,-700.0,debit,28166.97,"05/05/2025 DUITNOW TO ACCOUNT 700.00 28,166.97 | May family | WONG FUI YIN"
2025-05-05,IBG CREDIT INVOICE #1124 WALNUT DIG WALNUT DIGITAL PLT OSKXAEON PARENTS DAY,200.0,credit,28293.21,"05/05/2025 IBG CREDIT 200.00 28,293.21 | INVOICE #1124 | WALNUT DIG | WALNUT DIGITAL PLT | OSKXAEON PARENTS DAY"
2025-05-05,TR IBG PayNet Direct Debit AHAM ASSET MANAGEMEN,-1100.0,debit,28866.97,"05/05/2025 TR IBG 1,100.00 28,866.97 | 5000027571 | PayNet Direct Debit | AHAM ASSET MANAGEMEN"
2025-05-07,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-80.0,debit,28082.21,"07/05/2025 POS DEBIT T70734 80.00 28,082.21 | GRABPAY-EC PETALIN | 05/05/2025 6540 | GRABPAY-EC PETALIN"
2025-05-07,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,28162.21,"07/05/2025 POS DEBIT T69967 20.00 28,162.21 | GRABPAY-EC PETALIN | 05/05/2025 6540 | GRABPAY-EC PETALIN"
2025-05-07,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,28182.21,"07/05/2025 POS DEBIT T69385 20.00 28,182.21 | GRABPAY-EC PETALIN | 05/05/2025 6540 | GRABPAY-EC PETALIN"
2025-05-07,I-PAYMENT FPXPAY SHOPEE MALAYSIA T185895701125,-91.0,debit,28202.21,"07/05/2025 I-PAYMENT 91.00 28,202.21 | FPXPAY SHOPEE MALAYSIA | T185895701125"
