date,description,amount,type,balance,raw
2025-08-01,I-PYMT TO LOAN/FINANCING Online Transfer,-3551.0,debit,4090.92,"01/08/2025 I-PYMT TO LOAN/FINANCING 3,551.00 4,090.92 | Online Transfer"
2025-08-01,DEBIT CARD FEE,-15.0,debit,7641.92,"01/08/2025 DEBIT CARD FEE 15.00 7,641.92"
2025-08-02,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-50.0,debit,3990.92,"02/08/2025 POS DEBIT T86831 50.00 3,990.92 | GRABPAY-EC PETALIN | 31/07/2025 6540 | GRABPAY-EC PETALIN"
2025-08-02,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-50.0,debit,4040.92,"02/08/2025 POS DEBIT T77411 50.00 4,040.92 | GRABPAY-EC PETALIN | 31/07/2025 6540 | GRABPAY-EC PETALIN"
2025-08-03,DUITNOW TO ACCOUNT august WONG FUI YIN,-490.0,debit,3468.02,"03/08/2025 DUITNOW TO ACCOUNT 490.00 3,468.02 | august | WONG FUI YIN"
2025-08-03,DUITNOW DuitNow QR QR Payment,-32.9,debit,3958.02,"03/08/2025 DUITNOW 32.90 3,958.02 | DuitNow QR | QR Payment"
2025-08-04,I-PAYMENT FPXPAY BUYMALL SERVICES SDN BHD RT252164203570687654,-100.0,debit,3015.53,"04/08/2025 I-PAYMENT 100.00 3,015.53 | FPXPAY BUYMALL SERVICES SDN | BHD | RT252164203570687654"
2025-08-04,I-PAYMENT FPXPAY BUYMALL SERVICES SDN BHD RT252164194215639815,-352.49,debit,3115.53,"04/08/2025 I-PAYMENT 352.49 3,115.53 | FPXPAY BUYMALL SERVICES SDN | BHD | RT252164194215639815"
2025-08-05,DUITNOW DuitNow QR DuitNow QR MOHD AZLAN BIN YUSOF,-23.0,debit,1892.53,"05/08/2025 DUITNOW 23.00 1,892.53 | DuitNow QR | DuitNow QR | MOHD AZLAN BIN YUSOF"
2025-08-05,TR IBG PayNet Direct Debit AHAM ASSET MANAGEMEN,-1100.0,debit,1915.53,"05/08/2025 TR IBG 1,100.00 1,915.53 | 5000027571 | PayNet Direct Debit | AHAM ASSET MANAGEMEN"
