date,description,amount,type,balance,raw
2025-04-17,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-100.0,debit,32685.07,"17/04/2025 POS DEBIT T68716 100.00 32,685.07 | GRABPAY-EC PETALIN | 15/04/2025 6540 | GRABPAY-EC PETALIN"
2025-04-17,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,32665.07,"17/04/2025 POS DEBIT T69992 20.00 32,665.07 | GRABPAY-EC PETALIN | 15/04/2025 6540 | GRABPAY-EC PETALIN"
2025-04-17,POS DEBIT GRAB RIDES-EC PETALIN GRAB RIDES-E PETALIN,-0.2,debit,32664.87,"17/04/2025 POS DEBIT T94599 0.20 32,664.87 | GRAB RIDES-EC PETALIN | 15/04/2025 4121 | GRAB RIDES-E PETALIN"
2025-04-18,I-PAYMENT FPXPAY DUITNOW ONLINE BANKING/WALLETS 20250418M0000041861O,-24.77,debit,32640.1,"18/04/2025 I-PAYMENT 24.77 32,640.10 | FPXPAY DUITNOW ONLINE | BANKING/WALLETS | 20250418M0000041861O"
2025-04-19,DUITNOW TO ACCOUNT Miao LIE ZHI HO LIE ZHI HOU,48.0,credit,32688.1,"19/04/2025 DUITNOW TO ACCOUNT 48.00 32,688.10 | Miao LIE ZHI HO | LIE ZHI HOU"
2025-04-19,DUITNOW DuitNow QR QR Payment,-316.9,debit,32371.2,"19/04/2025 DUITNOW 316.90 32,371.20 | DuitNow QR | QR Payment"
2025-04-19,POS DEBIT R04461 TSUTAYA _ PAVILION KUALA L TSUTAYA _ PA KUALA L,-69.25,debit,32301.95,"19/04/2025 POS DEBIT R04461 69.25 32,301.95 | TSUTAYA _ PAVILION KUALA L | 17/04/2025 5942 | TSUTAYA _ PA KUALA L"
2025-04-19,POS DEBIT F68695 TSUTAYA PAVILION B KUALA L TSUTAYA PAVI KUALA L,-16.25,debit,32285.7,"19/04/2025 POS DEBIT F68695 16.25 32,285.70 | TSUTAYA PAVILION B KUALA L | 17/04/2025 5812 | TSUTAYA PAVI KUALA L"
2025-04-23,DUITNOW DuitNow QR QR Payment,-21.5,debit,32264.2,"23/04/2025 DUITNOW 21.50 32,264.20 | DuitNow QR | QR Payment"
2025-04-23,DUITNOW DuitNow QR QR Payment,-5.5,debit,32258.7,"23/04/2025 DUITNOW 5.50 32,258.70 | DuitNow QR | QR Payment"
2025-04-23,MYDEBIT PURCHASE JAYA GROCER-PEARL S KUALA LUMPUR,-83.45,debit,32175.25,"23/04/2025 MYDEBIT PURCHASE 83.45 32,175.25 | JAYA GROCER-PEARL S | KUALA LUMPUR"
2025-04-23,MYDEBIT PURCHASE JAYA GROCER-PEARL S KUALA LUMPUR,-1.75,debit,32173.5,"23/04/2025 MYDEBIT PURCHASE 1.75 32,173.50 | JAYA GROCER-PEARL S | KUALA LUMPUR"
2025-04-23,MYDEBIT PURCHASE JAYA GROCER-PEARL S KUALA LUMPUR,-11.8,debit,32161.7,"23/04/2025 MYDEBIT PURCHASE 11.80 32,161.70 | JAYA GROCER-PEARL S | KUALA LUMPUR"
2025-04-23,MYDEBIT PURCHASE MR DIY (KUCHAI)-PPS KUALA LUMPUR,-87.0,debit,32074.7,"23/04/2025 MYDEBIT PURCHASE 87.00 32,074.70 | MR DIY (KUCHAI)-PPS | KUALA LUMPUR"
2025-04-24,DUITNOW TO ACCOUNT Fund Transfer,-250.0,debit,31824.7,"24/04/2025 DUITNOW TO ACCOUNT 250.00 31,824.70 | Fund Transfer"
2025-04-24,DUITNOW DuitNow QR QR Payment,-19.0,debit,31805.7,"24/04/2025 DUITNOW 19.00 31,805.70 | DuitNow QR | QR Payment"
2025-04-25,I-PAYMENT FPXPAY AHAM ASSET MANAGEMENT BERHAD,-2000.0,debit,29805.7,"25/04/2025 I-PAYMENT 2,000.00 29,805.70 | FPXPAY AHAM ASSET MANAGEMENT | BERHAD | 532504241510728"
2025-04-25,IBG CREDIT INTERBANK GIRO TINKERVE T TINKERVE TECHNOLOGY PAYOUT,4060.5,credit,33866.2,"25/04/2025 IBG CREDIT 4,060.50 33,866.20 | INTERBANK GIRO | TINKERVE T | TINKERVE TECHNOLOGY | PAYOUT"
2025-04-25,MYDEBIT PURCHASE NIHONKAI JAPANESE R KUALA LUMPUR,-49.3,debit,33816.9,"25/04/2025 MYDEBIT PURCHASE 49.30 33,816.90 | NIHONKAI JAPANESE R | KUALA LUMPUR"
2025-04-25,MYDEBIT PURCHASE THE BREW HOUSE-PYS KUALA LUMPUR,-95.1,debit,33721.8,"25/04/2025 MYDEBIT PURCHASE 95.10 33,721.80 | THE BREW HOUSE-PYS | KUALA LUMPUR"
2025-04-25,DUITNOW DuitNow QR DuitNow QR LOW WAN LING,-32.0,debit,33689.8,"25/04/2025 DUITNOW 32.00 33,689.80 | DuitNow QR | DuitNow QR | LOW WAN LING"
2025-04-25,DUITNOW DuitNow QR QR Payment,-17.6,debit,33672.2,"25/04/2025 DUITNOW 17.60 33,672.20 | DuitNow QR | QR Payment"
2025-04-26,DUITNOW DuitNow QR QR Payment,-45.2,debit,33627.0,"26/04/2025 DUITNOW 45.20 33,627.00 | DuitNow QR | QR Payment"
2025-04-26,DUITNOW DuitNow QR QR Payment,-10.0,debit,33617.0,"26/04/2025 DUITNOW 10.00 33,617.00 | DuitNow QR | QR Payment"
2025-04-28,DUITNOW DuitNow QR QR Payment,-47.3,debit,33569.7,"28/04/2025 DUITNOW 47.30 33,569.70 | DuitNow QR | QR Payment"
2025-04-29,DUITNOW DuitNow QR QR Payment,-40.35,debit,33529.35,"29/04/2025 DUITNOW 40.35 33,529.35 | DuitNow QR | QR Payment"
2025-04-30,IBG CREDIT IBG TRANSACTION CLARINS SD CLARINS SDN. BHD.,380.0,credit,33909.35,"30/04/2025 IBG CREDIT 380.00 33,909.35 | IBG TRANSACTION | CLARINS SD | CLARINS SDN. BHD. | 1108"
2025-04-30,I-PAYMENT FPXPAY LEMBAGA HASIL DALAM NEGERI MAL,-1500.0,debit,32409.35,"30/04/2025 I-PAYMENT 1,500.00 32,409.35 | FPXPAY LEMBAGA HASIL DALAM | NEGERI MAL | 2124034816558013"
2025-04-30,DUITNOW DuitNow QR QR Payment,-30.8,debit,32378.55,"30/04/2025 DUITNOW 30.80 32,378.55 | DuitNow QR | QR Payment"
