date,description,amount,type,balance,raw
2025-03-16,DUITNOW DuitNow QR QR Payment,-66.3,debit,33165.43,"16/03/2025 DUITNOW 66.30 33,165.43 | DuitNow QR | QR Payment"
2025-03-16,DUITNOW TO ACCOUNT China food LIE ZHI HOU,-357.75,debit,32807.68,"16/03/2025 DUITNOW TO ACCOUNT 357.75 32,807.68 | China food | LIE ZHI HOU"
2025-03-16,DUITNOW TO ACCOUNT Fund Transfer LIE ZHI HOU,-26.88,debit,32780.8,"16/03/2025 DUITNOW TO ACCOUNT 26.88 32,780.80 | Fund Transfer | LIE ZHI HOU"
2025-03-17,IBG CREDIT IBG TRANSACTION CLARINS SD CLARINS SDN. BHD.,3000.0,credit,35780.8,"17/03/2025 IBG CREDIT 3,000.00 35,780.80 | IBG TRANSACTION | CLARINS SD | CLARINS SDN. BHD. | 1099"
2025-03-17,MYDEBIT PURCHASE JAYA GROCER-PEARL S KUALA LUMPUR,-22.6,debit,35758.2,"17/03/2025 MYDEBIT PURCHASE 22.60 35,758.20 | JAYA GROCER-PEARL S | KUALA LUMPUR"
2025-03-17,MYDEBIT PURCHASE JAYA GROCER-PEARL S KUALA LUMPUR,-26.35,debit,35731.85,"17/03/2025 MYDEBIT PURCHASE 26.35 35,731.85 | JAYA GROCER-PEARL S | KUALA LUMPUR"
2025-03-17,MYDEBIT PURCHASE BIG-PEARL POINT KUALA LUMPUR,-1.75,debit,35730.1,"17/03/2025 MYDEBIT PURCHASE 1.75 35,730.10 | BIG-PEARL POINT | KUALA LUMPUR"
2025-03-17,POS DEBIT Grab* v4-a47e1c2ed8d04 KUALA L Grab* v4-a47 KUALA L,-4.9,debit,35725.2,"17/03/2025 POS DEBIT T17930 4.90 35,725.20 | Grab* v4-a47e1c2ed8d04 KUALA L | 16/03/2025 4789 | Grab* v4-a47 KUALA L"
2025-03-17,DUITNOW TO ACCOUNT Fund Transfer LIE ZHI HOU,-34.4,debit,35690.8,"17/03/2025 DUITNOW TO ACCOUNT 34.40 35,690.80 | Fund Transfer | LIE ZHI HOU"
2025-03-19,DUITNOW TO ACCOUNT Fund Transfer,-200.0,debit,35490.8,"19/03/2025 DUITNOW TO ACCOUNT 200.00 35,490.80 | Fund Transfer"
2025-03-20,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,35470.8,"20/03/2025 POS DEBIT T10850 20.00 35,470.80 | GRABPAY-EC PETALIN | 18/03/2025 6540 | GRABPAY-EC PETALIN"
2025-03-20,POS DEBIT GRABPAY-EC PETALIN GRABPAY-EC PETALIN,-20.0,debit,35450.8,"20/03/2025 POS DEBIT T89614 20.00 35,450.80 | GRABPAY-EC PETALIN | 18/03/2025 6540 | GRABPAY-EC PETALIN"
2025-03-24,I-PAYMENT FPXPAY DUITNOW ONLINE BANKING/WALLETS 20250324M0000041861O,-11.66,debit,35439.14,"24/03/2025 I-PAYMENT 11.66 35,439.14 | FPXPAY DUITNOW ONLINE | BANKING/WALLETS | 20250324M0000041861O"
