date,description,amount,type,balance,raw
2024-08-18,INSIDE SCOOP-S.PETALIN KUALA LUM,-23.0,debit,,21 AUG 18 AUG INSIDE SCOOP-S.PETALIN KUALA LUM MY 23.00
2024-08-19,KLINIK HEALTHCARE DAN KUALA LUMP,-390.0,debit,,21 AUG 19 AUG KLINIK HEALTHCARE DAN KUALA LUMP MY 390.00
2024-08-24,INSIDE SCOOP-S.PETALIN KUALA LUM,-24.0,debit,,26 AUG 24 AUG INSIDE SCOOP-S.PETALIN KUALA LUM MY 24.00
2024-08-24,VILLAGE GROCER-KL GATE KUALA LUM,-28.85,debit,,26 AUG 24 AUG VILLAGE GROCER-KL GATE KUALA LUM MY 28.85
2024-08-25,TCRS-PAVILION BUKIT JA KUALA LUM,-33.7,debit,,27 AUG 25 AUG TCRS-PAVILION BUKIT JA KUALA LUM MY 33.70
2024-08-25,Lazada Topup KUALA LUMPUR,-14.09,debit,,28 AUG 25 AUG Lazada Topup KUALA LUMPUR MY 14.09
2024-08-26,TRANSFER / TOP-UP THANK YOU-CLICKS,1100.96,credit,,"26 AUG 26 AUG TRANSFER / TOP-UP THANK YOU-CLICKS 1,100.96CR"
2024-08-26,Lazada Topup KUALA LUMPUR,-13.14,debit,,28 AUG 26 AUG Lazada Topup KUALA LUMPUR MY 13.14
2024-08-27,LITTLE JAKARTA KUALA LUMPUR,-46.85,debit,,29 AUG 27 AUG LITTLE JAKARTA KUALA LUMPUR MY 46.85
2024-08-27,JAYA GROCER-PEARL SHOP KUALA LUM,-14.05,debit,,29 AUG 27 AUG JAYA GROCER-PEARL SHOP KUALA LUM MY 14.05
2024-08-27,Lazada Topup KUALA LUMPUR,-14.04,debit,,29 AUG 27 AUG Lazada Topup KUALA LUMPUR MY 14.04
2024-08-28,Lazada Topup KUALA LUMPUR,-14.14,debit,,30 AUG 28 AUG Lazada Topup KUALA LUMPUR MY 14.14
2024-08-30,AEON SMKT-MID VALLEY KUALA LUMPU,-66.0,debit,,01 SEP 30 AUG AEON SMKT-MID VALLEY KUALA LUMPU MY 66.00
2024-08-30,AEON SMKT-MID VALLEY KUALA LUMPU,-90.0,debit,,01 SEP 30 AUG AEON SMKT-MID VALLEY KUALA LUMPU MY 90.00
2024-08-31,PONEY - GARDENS KUALA LUMPUR,-100.0,debit,,02 SEP 31 AUG PONEY - GARDENS KUALA LUMPUR MY 100.00
2024-08-31,FIVE O'CLOCK BRASSERIE KUALA LUM,-120.65,debit,,03 SEP 31 AUG FIVE O'CLOCK BRASSERIE KUALA LUM MY 120.65
2024-08-31,BULGOGI-SRI PETALING KUALA LUMPU,-83.4,debit,,02 SEP 31 AUG BULGOGI-SRI PETALING KUALA LUMPU MY 83.40
2024-08-31,AEON CO-MID VALLEY KUALA LUMPUR,-86.1,debit,,02 SEP 31 AUG AEON CO-MID VALLEY KUALA LUMPUR MY 86.10
2024-09-01,Ezypay*Anytime Fitness Kuala Lum,-192.78,debit,,02 SEP 01 SEP Ezypay*Anytime Fitness Kuala Lum MY 192.78
