date,description,amount,type,balance,raw
2026-05-20,UNLIMITED CASH REBATE,3.0,credit,,21 MAY 20 MAY UNLIMITED CASH REBATE 3.00CR
2026-05-20,CASH REBATE,26.0,credit,,21 MAY 20 MAY CASH REBATE 26.00CR
2026-05-20,DE MARKET KUALA LUMPUR,-32.8,debit,,22 MAY 20 MAY DE MARKET KUALA LUMPUR MY 32.80
2026-05-22,NSK-KUCHAI LAMA KUALA LUMPUR,-49.4,debit,,24 MAY 22 MAY NSK-KUCHAI LAMA KUALA LUMPUR MY 49.40
2026-05-23,MR DIY (KUCHAI)-PPS KUALA LUMPUR,-20.85,debit,,25 MAY 23 MAY MR DIY (KUCHAI)-PPS KUALA LUMPUR MY 20.85
2026-05-24,MASTER LEE HOTPOT KUC KUALA LUMP,-156.6,debit,,27 MAY 24 MAY MASTER LEE HOTPOT KUC KUALA LUMP MY 156.60
2026-05-24,BREW & BREAD-TMN DESA KUALA LUMP,-105.6,debit,,26 MAY 24 MAY BREW & BREAD-TMN DESA KUALA LUMP MY 105.60
2026-05-25,Shopee MY Marketplace KUALA LUMP,-25.87,debit,,27 MAY 25 MAY Shopee MY Marketplace KUALA LUMP MY 25.87
2026-05-26,RESTORAN BAK KUT TEH KUALA LUMPU,-71.6,debit,,28 MAY 26 MAY RESTORAN BAK KUT TEH KUALA LUMPU MY 71.60
2026-05-27,Super Steak Restaurant 57000 Kuala,-86.5,debit,,29 MAY 27 MAY Super Steak Restaurant 57000 Kuala 86.50
2026-05-28,Shopee MY Marketplace KUALA LUMP,-20.9,debit,,30 MAY 28 MAY Shopee MY Marketplace KUALA LUMP MY 20.90
2026-05-28,ShopeeFood MY KUALA LUMPUR,-12.2,debit,,30 MAY 28 MAY ShopeeFood MY KUALA LUMPUR MY 12.20
2026-05-30,Shopee MY Marketplace KUALA LUMP,-32.55,debit,,01 JUN 30 MAY Shopee MY Marketplace KUALA LUMP MY 32.55
2026-05-30,Shopee MY Marketplace KUALA LUMP,32.55,credit,,02 JUN 30 MAY Shopee MY Marketplace KUALA LUMP MY 32.55CR
2026-05-31,Shopee MY Marketplace KUALA LUMP,32.55,credit,,03 JUN 31 MAY Shopee MY Marketplace KUALA LUMP MY 32.55CR
2026-05-31,Shopee MY Marketplace KUALA LUMP,-5.1,debit,,02 JUN 31 MAY Shopee MY Marketplace KUALA LUMP MY 5.10
2026-05-31,Shopee MY Marketplace KUALA LUMP,-32.55,debit,,02 JUN 31 MAY Shopee MY Marketplace KUALA LUMP MY 32.55
2026-06-01,Shopee MY Marketplace KUALA LUMP,-25.24,debit,,03 JUN 01 JUN Shopee MY Marketplace KUALA LUMP MY 25.24
2026-06-02,OLD WESTERN COWBOY KUALA LUMPUR,-92.65,debit,,04 JUN 02 JUN OLD WESTERN COWBOY KUALA LUMPUR MY 92.65
2026-06-03,MUSEE PLATINUM TOKYO-12M : 07/12,-279.26,debit,,03 JUN 03 JUN MUSEE PLATINUM TOKYO-12M : 07/12 279.26
2026-06-03,LITTLE JAKARTA @ P.P KUALA LUMPU,-45.0,debit,,05 JUN 03 JUN LITTLE JAKARTA @ P.P KUALA LUMPU MY 45.00
2026-06-03,Horvy Dynasty Sdn Bhd 57000 Kuala L,-46.4,debit,,05 JUN 03 JUN Horvy Dynasty Sdn Bhd 57000 Kuala L 46.40
2026-06-03,65 ONDO SDN BHD KUALA LUMPUR,-11.5,debit,,05 JUN 03 JUN 65 ONDO SDN BHD KUALA LUMPUR MY 11.50
2026-06-04,ShopeeFood MY KUALA LUMPUR,-10.11,debit,,06 JUN 04 JUN ShopeeFood MY KUALA LUMPUR MY 10.11
2026-06-07,ShopeeFood MY KUALA LUMPUR,-12.2,debit,,09 JUN 07 JUN ShopeeFood MY KUALA LUMPUR MY 12.20
2026-06-07,Shopee MY Marketplace KUALA LUMP,-27.34,debit,,09 JUN 07 JUN Shopee MY Marketplace KUALA LUMP MY 27.34
2026-06-08,AIA VITALITY VA08648460,-10.0,debit,,10 JUN 08 JUN AIA VITALITY VA08648460 MY 10.00
2026-06-09,TRANSFER / TOP-UP THANK YOU-CLICKS 3112.27 june,3112.27,credit,,"09 JUN 09 JUN TRANSFER / TOP-UP THANK YOU-CLICKS 3,112.27CR"
2026-06-09,AIA BHD-RECURRING 5769286A02,-317.67,debit,,11 JUN 09 JUN AIA BHD-RECURRING 5769286A02 MY 317.67
2026-06-09,ShopeeFood MY KUALA LUMPUR,-12.2,debit,,11 JUN 09 JUN ShopeeFood MY KUALA LUMPUR MY 12.20
2026-06-10,ShopeeFood MY KUALA LUMPUR,-20.66,debit,,12 JUN 10 JUN ShopeeFood MY KUALA LUMPUR MY 20.66
2026-06-13,VCR BAKEHOUSE KUALA LUMPUR,-111.35,debit,,15 JUN 13 JUN VCR BAKEHOUSE KUALA LUMPUR MY 111.35
2026-06-13,JAYA GROCER-PEARL SHOP KUALA LUM,-117.8,debit,,15 JUN 13 JUN JAYA GROCER-PEARL SHOP KUALA LUM MY 117.80
2026-06-13,JAYA GROCER-PEARL SHOP KUALA LUM,-16.3,debit,,15 JUN 13 JUN JAYA GROCER-PEARL SHOP KUALA LUM MY 16.30
2026-06-14,NSK GROCER-3 DAMANSARA PETALING JAY,-123.45,debit,,16 JUN 14 JUN NSK GROCER-3 DAMANSARA PETALING JAY 123.45
2026-06-15,ShopeeFood MY KUALA LUMPUR,-12.2,debit,,17 JUN 15 JUN ShopeeFood MY KUALA LUMPUR MY 12.20
2026-06-17,Shopee MY Marketplace KUALA LUMP,-7.0,debit,,19 JUN 17 JUN Shopee MY Marketplace KUALA LUMP MY 7.00
2026-06-18,JAYA GROCER-PEARL SHOP KUALA LUM,-20.0,debit,,20 JUN 18 JUN JAYA GROCER-PEARL SHOP KUALA LUM MY 20.00
