date,description,amount,type,balance,raw
2024-12-20,CLAIRE - THE GARDENS KUALA LUMPU,-96.0,debit,,22 DEC 20 DEC CLAIRE - THE GARDENS KUALA LUMPU MY 96.00
2024-12-20,COTTON ON MALAYSIA S Kuala Lumpu,-229.0,debit,,21 DEC 20 DEC COTTON ON MALAYSIA S Kuala Lumpu MY 229.00
2024-12-21,RESTORAN FOO HING PUCHONG,-102.4,debit,,23 DEC 21 DEC RESTORAN FOO HING PUCHONG MY 102.40
2024-12-21,JINS HEALTH GROUP SDN. JOHOR,-138.0,debit,,23 DEC 21 DEC JINS HEALTH GROUP SDN. JOHOR MY 138.00
2024-12-21,PET LOVERS CENTRE-PUTE PUCHONG,-128.25,debit,,23 DEC 21 DEC PET LOVERS CENTRE-PUTE PUCHONG MY 128.25
2024-12-22,HOMETOWN HAINAN COFFEE SEPANG,-70.05,debit,,24 DEC 22 DEC HOMETOWN HAINAN COFFEE SEPANG MY 70.05
2024-12-28,YI FENG RESTAURANT KUALA LUMPUR,-53.6,debit,,30 DEC 28 DEC YI FENG RESTAURANT KUALA LUMPUR MY 53.60
2024-12-28,SOUPER TANG-MV KL KUALA LUMPUR,-206.0,debit,,30 DEC 28 DEC SOUPER TANG-MV KL KUALA LUMPUR MY 206.00
2024-12-28,MACHINES-MID VALLEY 3 KUALA LUMP,-49.0,debit,,30 DEC 28 DEC MACHINES-MID VALLEY 3 KUALA LUMP MY 49.00
2024-12-30,TRANSFER / TOP-UP THANK YOU-CLICKS,9584.27,credit,,"30 DEC 30 DEC TRANSFER / TOP-UP THANK YOU-CLICKS 9,584.27CR"
2024-12-30,DC CAR AUTO SERVICES KUALA LUMPU,-560.0,debit,,01 JAN 30 DEC DC CAR AUTO SERVICES KUALA LUMPU MY 560.00
2024-12-30,ECONSAVE-SCOTT GARDEN KUALA LUMP,-103.7,debit,,01 JAN 30 DEC ECONSAVE-SCOTT GARDEN KUALA LUMP MY 103.70
2024-12-30,ECONSAVE-SCOTT GARDEN KUALA LUMP,-66.05,debit,,01 JAN 30 DEC ECONSAVE-SCOTT GARDEN KUALA LUMP MY 66.05
2024-12-30,99 SPEEDMART-1121 KUALA LUMPUR,-28.56,debit,,01 JAN 30 DEC 99 SPEEDMART-1121 KUALA LUMPUR MY 28.56
2024-12-30,Lazada Topup KUALA LUMPUR,-69.43,debit,,01 JAN 30 DEC Lazada Topup KUALA LUMPUR MY 69.43
2024-12-31,KIMIYA-JALAN KLANG LAM KUALA LUM,-142.68,debit,,02 JAN 31 DEC KIMIYA-JALAN KLANG LAM KUALA LUM MY 142.68
2025-01-01,TASTE & MEMORIES-2 KUALA LUMPUR,-224.45,debit,,03 JAN 01 JAN TASTE & MEMORIES-2 KUALA LUMPUR MY 224.45
2025-01-01,ORIENTAL MART-3 DAMANS PETALING JAY,-4.0,debit,,03 JAN 01 JAN ORIENTAL MART-3 DAMANS PETALING JAY 4.00
2025-01-01,NSK GROCER-3 DAMANSARA PETALING JAY,-105.7,debit,,03 JAN 01 JAN NSK GROCER-3 DAMANSARA PETALING JAY 105.70
2025-01-01,Ezypay*Anytime Fitness Kuala Lum,-192.78,debit,,02 JAN 01 JAN Ezypay*Anytime Fitness Kuala Lum MY 192.78
2025-01-02,BUNGKUS KAW KAW-PEARL KUALA LUMP,-11.2,debit,,04 JAN 02 JAN BUNGKUS KAW KAW-PEARL KUALA LUMP MY 11.20
2025-01-02,JAYA GROCER-PEARL SHOP KUALA LUM,-5.4,debit,,04 JAN 02 JAN JAYA GROCER-PEARL SHOP KUALA LUM MY 5.40
2025-01-02,HERBALINE BEAUTY-OU KUALA LUMPUR,-408.0,debit,,04 JAN 02 JAN HERBALINE BEAUTY-OU KUALA LUMPUR MY 408.00
2025-01-02,Lazada Topup KUALA LUMPUR,-17.34,debit,,04 JAN 02 JAN Lazada Topup KUALA LUMPUR MY 17.34
2025-01-03,NSK GROCER-3 DAMANSARA PETALING JAY,-83.45,debit,,05 JAN 03 JAN NSK GROCER-3 DAMANSARA PETALING JAY 83.45
2025-01-03,ORIENTAL MART-3 DAMANS PETALING JAY,-28.6,debit,,05 JAN 03 JAN ORIENTAL MART-3 DAMANS PETALING JAY 28.60
