date,description,amount,type,balance,raw
2025-01-19,SSF MYTOWN KUALA LUMPUR,-9.0,debit,,21 JAN 19 JAN SSF MYTOWN KUALA LUMPUR MY 9.00
2025-01-20,UNLIMITED CASH REBATE,6.0,credit,,21 JAN 20 JAN UNLIMITED CASH REBATE 6.00CR
2025-01-20,CASH REBATE,30.0,credit,,21 JAN 20 JAN CASH REBATE 30.00CR
2025-01-20,SUSHI MENTAI-DANAU DES KUALA LUM,-38.3,debit,,22 JAN 20 JAN SUSHI MENTAI-DANAU DES KUALA LUM MY 38.30
2025-01-21,MCDONALD'S-SHELL TMN D KUALA LUM,-37.1,debit,,24 JAN 21 JAN MCDONALD'S-SHELL TMN D KUALA LUM MY 37.10
2025-01-24,LO HONG KA KUALA LUMPUR,-136.0,debit,,26 JAN 24 JAN LO HONG KA KUALA LUMPUR MY 136.00
2025-01-25,TONO IZAKAYA KUALA LUMPUR,-206.25,debit,,27 JAN 25 JAN TONO IZAKAYA KUALA LUMPUR MY 206.25
2025-01-25,NSK GROCER-3 DAMANSARA PETALING JAY,-151.7,debit,,27 JAN 25 JAN NSK GROCER-3 DAMANSARA PETALING JAY 151.70
2025-01-27,TRANSFER / TOP-UP THANK YOU-CLICKS,3950.26,credit,,"27 JAN 27 JAN TRANSFER / TOP-UP THANK YOU-CLICKS 3,950.26CR"
2025-01-27,KEDAI KOPI MALAYA@KL GTWYKUALA L,-4.6,debit,,27 JAN 27 JAN KEDAI KOPI MALAYA@KL GTWYKUALA L MY 4.60
2025-01-27,VILLAGE GROCER-KL GATE KUALA LUM,-29.45,debit,,29 JAN 27 JAN VILLAGE GROCER-KL GATE KUALA LUM MY 29.45
2025-01-27,PURPLE CANE TEA ART CT KUALA LUM,-58.0,debit,,29 JAN 27 JAN PURPLE CANE TEA ART CT KUALA LUM MY 58.00
2025-01-27,GUARDIAN MID VALLEY ME KUALA LUM,-10.7,debit,,29 JAN 27 JAN GUARDIAN MID VALLEY ME KUALA LUM MY 10.70
2025-01-28,MCDONALD'S-PEARL POINT KUALA LUM,-20.75,debit,,31 JAN 28 JAN MCDONALD'S-PEARL POINT KUALA LUM MY 20.75
2025-02-01,99 SPEEDMART-1078 KUALA LUMPUR,-41.55,debit,,03 FEB 01 FEB 99 SPEEDMART-1078 KUALA LUMPUR MY 41.55
2025-02-01,Shopee Mobile Malaysia Kuala Lum,-159.75,debit,,03 FEB 01 FEB Shopee Mobile Malaysia Kuala Lum MY 159.75
2025-02-01,Ezypay*Anytime Fitness Kuala Lum,-192.78,debit,,02 FEB 01 FEB Ezypay*Anytime Fitness Kuala Lum MY 192.78
2025-02-02,SOUPER TANG-MV KL KUALA LUMPUR,-111.0,debit,,04 FEB 02 FEB SOUPER TANG-MV KL KUALA LUMPUR MY 111.00
2025-02-02,HERBAL FARMER-MIDVLLY JOHOR,-36.8,debit,,04 FEB 02 FEB HERBAL FARMER-MIDVLLY JOHOR MY 36.80
2025-02-03,"ALI, MUTHU & AH HOCK T KUALA LUM",-49.2,debit,,"05 FEB 03 FEB ALI, MUTHU & AH HOCK T KUALA LUM MY 49.20"
