date,description,amount,type,balance,raw
2024-09-20,UNLIMITED CASH REBATE,9.0,credit,,21 SEP 20 SEP UNLIMITED CASH REBATE 9.00CR
2024-09-20,CASH REBATE,8.0,credit,,21 SEP 20 SEP CASH REBATE 8.00CR
2024-09-21,JN OPTOMETRY PETALING JAYAMY,-350.0,debit,,23 SEP 21 SEP JN OPTOMETRY PETALING JAYAMY 350.00
2024-09-21,POPULAR BOOKFAIR SSDBF PETALING JAY,-199.0,debit,,23 SEP 21 SEP POPULAR BOOKFAIR SSDBF PETALING JAY 199.00
2024-09-21,TRULY WINE PETALING JAYAMY,-63.35,debit,,23 SEP 21 SEP TRULY WINE PETALING JAYAMY 63.35
2024-09-22,POPULAR MID VALLEY KUALA LUMPUR,-45.7,debit,,24 SEP 22 SEP POPULAR MID VALLEY KUALA LUMPUR MY 45.70
2024-09-22,JAYA GROCER-THE GARDEN KUALA LUM,-22.15,debit,,24 SEP 22 SEP JAYA GROCER-THE GARDEN KUALA LUM MY 22.15
2024-09-22,LEE VETERINARY CLINIC KUALA LUMP,-360.0,debit,,24 SEP 22 SEP LEE VETERINARY CLINIC KUALA LUMP MY 360.00
2024-09-22,AEON CO-MID VALLEY KUALA LUMPUR,-43.35,debit,,24 SEP 22 SEP AEON CO-MID VALLEY KUALA LUMPUR MY 43.35
2024-09-22,JONETZ BY DON DON DONK KUALA LUM,-8.8,debit,,24 SEP 22 SEP JONETZ BY DON DON DONK KUALA LUM MY 8.80
2024-09-22,IPY*MOU TAK DING PETAL W.P. KUALA L,-12.0,debit,,24 SEP 22 SEP IPY*MOU TAK DING PETAL W.P. KUALA L 12.00
2024-09-24,OMEGA PORK NOODLE SDN. SELANGOR,-19.15,debit,,26 SEP 24 SEP OMEGA PORK NOODLE SDN. SELANGOR MY 19.15
2024-09-26,BIG BABA RESTAURANT KUALA LUMPUR,-152.35,debit,,28 SEP 26 SEP BIG BABA RESTAURANT KUALA LUMPUR MY 152.35
2024-09-28,NAE KITCHENETTE KUALA LUMPUR,-20.7,debit,,30 SEP 28 SEP NAE KITCHENETTE KUALA LUMPUR MY 20.70
2024-09-30,7-ELEVEN MALAYSIA SDN Kuala Lump,-19.0,debit,,02 OCT 30 SEP 7-ELEVEN MALAYSIA SDN Kuala Lump MY 19.00
2024-09-30,KLINIK HEALTHCARE DAN KUALA LUMP,-145.0,debit,,02 OCT 30 SEP KLINIK HEALTHCARE DAN KUALA LUMP MY 145.00
2024-10-01,Ezypay*Anytime Fitness Kuala Lum,-192.78,debit,,02 OCT 01 OCT Ezypay*Anytime Fitness Kuala Lum MY 192.78
2024-10-03,THE BREW HOUSE-PYS KUALA LUMPUR,-59.6,debit,,06 OCT 03 OCT THE BREW HOUSE-PYS KUALA LUMPUR MY 59.60
2024-10-04,HOTPOT KITCHEN - MV KUALA LUMPUR,-22.8,debit,,06 OCT 04 OCT HOTPOT KITCHEN - MV KUALA LUMPUR MY 22.80
2024-10-04,COTTON ON MALAYSIA S Kuala Lumpu,-60.0,debit,,06 OCT 04 OCT COTTON ON MALAYSIA S Kuala Lumpu MY 60.00
2024-10-05,VCR BAKEHOUSE KUALA LUMPUR,-73.1,debit,,07 OCT 05 OCT VCR BAKEHOUSE KUALA LUMPUR MY 73.10
2024-10-05,WATSON'S 1 MONT KIARA KUALA LUMP,-76.55,debit,,08 OCT 05 OCT WATSON'S 1 MONT KIARA KUALA LUMP MY 76.55
2024-10-05,WATSON'S 1 MONT KIARA KUALA LUMP,-3.0,debit,,08 OCT 05 OCT WATSON'S 1 MONT KIARA KUALA LUMP MY 3.00
2024-10-06,Riz Kopitiam Bangsar S 59200,-46.85,debit,,08 OCT 06 OCT Riz Kopitiam Bangsar S 59200 MY 46.85
2024-10-08,AIA VITALITY VA08648460,-10.0,debit,,10 OCT 08 OCT AIA VITALITY VA08648460 MY 10.00
