date,description,amount,type,balance,raw
2026-01-20,UNLIMITED CASH REBATE,7.0,credit,,21 JAN 20 JAN UNLIMITED CASH REBATE 7.00CR
2026-01-20,CASH REBATE,23.0,credit,,21 JAN 20 JAN CASH REBATE 23.00CR
2026-01-20,Shopee Malaysia KUALA LUMPUR,-61.79,debit,,22 JAN 20 JAN Shopee Malaysia KUALA LUMPUR MY 61.79
2026-01-21,DE MARKET KUALA LUMPUR,-23.6,debit,,23 JAN 21 JAN DE MARKET KUALA LUMPUR MY 23.60
2026-01-21,LAZADA KUALA LUMPUR,-131.76,debit,,23 JAN 21 JAN LAZADA KUALA LUMPUR MY 131.76
2026-01-22,Shopee Mobile Malaysia KUALA LUM,-23.99,debit,,24 JAN 22 JAN Shopee Mobile Malaysia KUALA LUM MY 23.99
2026-01-23,BAIWEI MINIBOWL SDN BH KEDAH,-53.1,debit,,25 JAN 23 JAN BAIWEI MINIBOWL SDN BH KEDAH MY 53.10
2026-01-24,BA HAO CANTEEN KLUMPUR,-62.9,debit,,26 JAN 24 JAN BA HAO CANTEEN KLUMPUR MY 62.90
2026-01-24,SIK THONG BA C180 CHERAS,-51.5,debit,,26 JAN 24 JAN SIK THONG BA C180 CHERAS MY 51.50
2026-01-24,JAYA GROCER-PEARL SHOP KUALA LUM,-74.4,debit,,26 JAN 24 JAN JAYA GROCER-PEARL SHOP KUALA LUM MY 74.40
2026-01-24,DAISO PEARL POINT KUALA LUMPUR,-17.7,debit,,26 JAN 24 JAN DAISO PEARL POINT KUALA LUMPUR MY 17.70
2026-01-24,LAZADA KUALA LUMPUR,-51.9,debit,,26 JAN 24 JAN LAZADA KUALA LUMPUR MY 51.90
2026-01-25,ECONSAVE-SCOTT GARDEN KUALA LUMP,-33.65,debit,,27 JAN 25 JAN ECONSAVE-SCOTT GARDEN KUALA LUMP MY 33.65
2026-01-25,LAZADA KUALA LUMPUR,-15.91,debit,,27 JAN 25 JAN LAZADA KUALA LUMPUR MY 15.91
2026-01-29,LITTLE JAKARTA @ P.P KUALA LUMPU,-55.75,debit,,31 JAN 29 JAN LITTLE JAKARTA @ P.P KUALA LUMPU MY 55.75
2026-01-29,BIG-PEARL POINT KUALA LUMPUR,-3.8,debit,,31 JAN 29 JAN BIG-PEARL POINT KUALA LUMPUR MY 3.80
2026-01-29,JAYA GROCER-PEARL SHOP KUALA LUM,-2.35,debit,,31 JAN 29 JAN JAYA GROCER-PEARL SHOP KUALA LUM MY 2.35
2026-01-29,LAZADA KUALA LUMPUR,-38.14,debit,,31 JAN 29 JAN LAZADA KUALA LUMPUR MY 38.14
2026-01-30,TFM-WCITY@OUG KUALA LUMPUR,-19.9,debit,,01 FEB 30 JAN TFM-WCITY@OUG KUALA LUMPUR MY 19.90
2026-01-30,Shopee Mobile Malaysia KUALA LUM,-12.5,debit,,01 FEB 30 JAN Shopee Mobile Malaysia KUALA LUM MY 12.50
2026-01-30,LAZADA KUALA LUMPUR,-49.2,debit,,01 FEB 30 JAN LAZADA KUALA LUMPUR MY 49.20
2026-01-31,LAZADA KUALA LUMPUR,-24.9,debit,,02 FEB 31 JAN LAZADA KUALA LUMPUR MY 24.90
2026-02-01,AEON CO-MID VALLEY KUALA LUMPUR,-57.6,debit,,03 FEB 01 FEB AEON CO-MID VALLEY KUALA LUMPUR MY 57.60
2026-02-01,AEON BIG-MID VALLEY KUALA LUMPUR,-20.15,debit,,03 FEB 01 FEB AEON BIG-MID VALLEY KUALA LUMPUR MY 20.15
2026-02-02,SAUSAGE & RIBS SHACK KUALA LUMPU,-64.95,debit,,04 FEB 02 FEB SAUSAGE & RIBS SHACK KUALA LUMPU MY 64.95
2026-02-02,Shopee Malaysia KUALA LUMPUR,-34.12,debit,,04 FEB 02 FEB Shopee Malaysia KUALA LUMPUR MY 34.12
2026-02-02,Shopee Malaysia KUALA LUMPUR,-22.04,debit,,04 FEB 02 FEB Shopee Malaysia KUALA LUMPUR MY 22.04
2026-02-03,MUSEE PLATINUM TOKYO-12M : 03/12,-279.26,debit,,03 FEB 03 FEB MUSEE PLATINUM TOKYO-12M : 03/12 279.26
2026-02-03,Shopee Mobile Malaysia KUALA LUM,-10.13,debit,,05 FEB 03 FEB Shopee Mobile Malaysia KUALA LUM MY 10.13
2026-02-04,KOPI HOME PUCHONG,-46.55,debit,,06 FEB 04 FEB KOPI HOME PUCHONG MY 46.55
2026-02-05,TSUYOI KUALA LUMPUR,-88.15,debit,,07 FEB 05 FEB TSUYOI KUALA LUMPUR MY 88.15
2026-02-06,REST SAN CHING SAN-OUG KUALA LUM,-29.8,debit,,09 FEB 06 FEB REST SAN CHING SAN-OUG KUALA LUM MY 29.80
2026-02-07,TRANSFER / TOP-UP THANK YOU-CLICKS,4901.37,credit,,"07 FEB 07 FEB TRANSFER / TOP-UP THANK YOU-CLICKS 4,901.37CR"
2026-02-07,DELICIEUX C&F PAV BJ KUALA LUMPU,-92.8,debit,,09 FEB 07 FEB DELICIEUX C&F PAV BJ KUALA LUMPU MY 92.80
2026-02-07,TFM-BUKIT JALIL KUALA LUMPUR,-31.35,debit,,09 FEB 07 FEB TFM-BUKIT JALIL KUALA LUMPUR MY 31.35
2026-02-07,LAZADA KUALA LUMPUR,-51.66,debit,,09 FEB 07 FEB LAZADA KUALA LUMPUR MY 51.66
2026-02-08,JAYA GROCER-PEARL SHOP KUALA LUM,-90.55,debit,,10 FEB 08 FEB JAYA GROCER-PEARL SHOP KUALA LUM MY 90.55
2026-02-08,JAYA GROCER-PEARL SHOP KUALA LUM,-14.45,debit,,10 FEB 08 FEB JAYA GROCER-PEARL SHOP KUALA LUM MY 14.45
2026-02-08,AIA VITALITY VA08648460,-10.0,debit,,10 FEB 08 FEB AIA VITALITY VA08648460 MY 10.00
2026-02-09,Lazada Wallet Taobao Kuala Lumpu,-191.67,debit,,10 FEB 09 FEB Lazada Wallet Taobao Kuala Lumpu MY 191.67
2026-02-09,Shopee MY Marketplace Kuala Lump,-62.11,debit,,10 FEB 09 FEB Shopee MY Marketplace Kuala Lump MY 62.11
2026-02-10,MR DIY (KUCHAI)-PMIV KUALA LUMPU,-32.4,debit,,12 FEB 10 FEB MR DIY (KUCHAI)-PMIV KUALA LUMPU MY 32.40
2026-02-10,AIA BHD-RECURRING 5769286A02,-317.67,debit,,12 FEB 10 FEB AIA BHD-RECURRING 5769286A02 MY 317.67
2026-02-12,MTS FRUITS (KL) SDN BH 68100 BATU C,-60.0,debit,,15 FEB 12 FEB MTS FRUITS (KL) SDN BH 68100 BATU C 60.00
2026-02-14,BA HAO CANTEEN KLUMPUR,-94.6,debit,,16 FEB 14 FEB BA HAO CANTEEN KLUMPUR MY 94.60
2026-02-15,DE MARKET KUALA LUMPUR,-41.75,debit,,17 FEB 15 FEB DE MARKET KUALA LUMPUR MY 41.75
2026-02-16,MCDONALD'S-SHELL TMN D KUALA LUM,-15.2,debit,,19 FEB 16 FEB MCDONALD'S-SHELL TMN D KUALA LUM MY 15.20
